K,f_obj
3,0.01045119296759367
5,0.012144447304308414
7,0.012850173749029636
10,0.013460800051689148
13,0.013812134973704815
15,0.01402411051094532
18,0.014179426245391369
20,0.014263266697525978
25,0.014398979023098946
31,0.014487676322460175
