K,f_obj
3,0.0013730080099776387
5,0.0016080887289717793
7,0.0017352518625557423
10,0.0018209096742793918
13,0.0018500027945265174
15,0.0018420738633722067
20,0.0018744624685496092
25,0.0018890354549512267
31,0.0019032091367989779
